order_id,order_date,customer_name,region,sales_rep,product_category,product_name,unit_price,quantity,total_amount,order_status
ORD01363,19-05-2024,Manish Desai,Central,Karan Verma,Groceries,Rice 5kg,2057.7,1,2057.7,Delivered
ORD01201,20-05-2024,Nikhil Desai,South,Neha Reddy,Sports,Yoga Mat,2298.55,1,2298.55,Delivered
ORD00473,20-05-2024,Gaurav Joshi,West,Neha Reddy,Groceries,Spices Pack,1679.58,1,1679.58,Cancelled
ORD00104,20-05-2024,Meera Rao,Central,Aarav Sharma,Furniture,Sofa,6432.78,2,12865.56,Delivered
ORD00187,20-05-2024,Rajesh Shah,Central,Sneha Iyer,Furniture,Study Table,5408.79,1,5408.79,Delivered
ORD01033,21-05-2024,Meera Malhotra,North,Rohan Mehta,Sports,Football,2163.1,1,2163.1,Delivered
ORD02274,21-05-2024,Suresh Nair,East,Karan Verma,Electronics,Smartphone,19243.14,1,19243.14,Pending
ORD01594,22-05-2024,Rajesh Shah,Central,Arjun Rao,Electronics,Headphones,59674.6,1,59674.6,Pending
ORD02143,22-05-2024,Isha Rao,East,Arjun Rao,Electronics,Smartphone,26380.44,2,52760.88,Delivered
ORD01825,22-05-2024,Suresh Malhotra,West,Rohan Mehta,Furniture,Sofa,3509.83,2,7019.66,Pending
ORD01987,22-05-2024,Ananya Shah,Central,Divya Menon,Electronics,Smartwatch,79624.21,1,79624.21,Delivered
ORD01422,22-05-2024,Meera Joshi,East,Priya Nair,Electronics,Tablet,32033.22,2,64066.44,Delivered
ORD00205,22-05-2024,Sanjay Patel,North,Divya Menon,Sports,Cricket Bat,3311.03,1,3311.03,Cancelled
ORD01074,23-05-2024,Suresh Kapoor,South,Sneha Iyer,Sports,Cricket Bat,2444.97,2,4889.94,Cancelled
ORD00721,23-05-2024,Sanjay Patel,South,Aarav Sharma,Clothing,T-Shirt,2128.66,1,2128.66,Pending
ORD00023,23-05-2024,Pooja Nair,North,Karan Verma,Clothing,T-Shirt,2259.89,1,2259.89,Delivered
ORD02046,23-05-2024,Shreya Joshi,South,Sneha Iyer,Electronics,Laptop,45023.84,5,225119.2,Delivered
ORD01947,23-05-2024,Shreya Nair,North,Rohan Mehta,Clothing,Formal Shirt,663.94,1,663.94,Delivered
ORD01708,23-05-2024,Meera Desai,East,Aarav Sharma,Sports,Cricket Bat,1460.64,1,1460.64,Delivered
ORD00402,23-05-2024,Gaurav Malhotra,Central,Arjun Rao,Electronics,Smartwatch,56387.48,2,112774.96,Delivered
ORD01911,24-05-2024,Rahul Shah,North,Arjun Rao,Electronics,Smartwatch,53229.93,1,53229.93,Delivered
ORD01622,24-05-2024,Rajesh Kumar,Central,Rohan Mehta,Clothing,Jeans,3042.94,3,9128.82,Delivered
ORD00063,25-05-2024,Shreya Kumar,North,Anjali Gupta,Sports,Cricket Bat,3200.89,2,6401.78,Delivered
ORD01863,25-05-2024,Anita Malhotra,East,Anjali Gupta,Electronics,Headphones,78373.95,1,78373.95,Delivered
ORD00656,25-05-2024,Shreya Kumar,East,Rohan Mehta,Electronics,Headphones,49684.65,1,49684.65,Delivered
ORD00550,25-05-2024,Meera Kumar,North,Sneha Iyer,Clothing,Formal Shirt,1866.52,1,1866.52,Delivered
ORD02490,25-05-2024,Sonal Reddy,North,Aarav Sharma,Electronics,Smartwatch,76032.31,1,76032.31,Delivered
ORD01689,25-05-2024,Shreya Kapoor,East,Aarav Sharma,Electronics,Laptop,65908.1,2,131816.2,Delivered
ORD00541,26-05-2024,Riya Kumar,Central,Neha Reddy,Sports,Cricket Bat,5592.18,3,16776.54,Delivered
ORD02234,26-05-2024,Riya Shah,Central,Arjun Rao,Electronics,Smartwatch,50561.12,5,252805.6,Cancelled
ORD01054,26-05-2024,Sonal Malhotra,Central,Aarav Sharma,Electronics,Smartwatch,61204.19,1,61204.19,Delivered
ORD00492,26-05-2024,Rahul Joshi,East,Karan Verma,Electronics,Headphones,47068.95,2,94137.9,Delivered
ORD00119,27-05-2024,Riya Kapoor,Central,Priya Nair,Electronics,Smartwatch,6011.21,1,6011.21,Delivered
ORD00212,28-05-2024,Manish Nair,North,Sneha Iyer,Electronics,Headphones,15865.78,1,15865.78,Delivered
ORD00687,28-05-2024,Rajesh Malhotra,East,Anjali Gupta,Sports,Yoga Mat,6623.7,1,6623.7,Delivered
ORD02391,28-05-2024,Kavya Joshi,Central,Rohan Mehta,Electronics,Tablet,71479.12,2,142958.24,Delivered
ORD00755,28-05-2024,Rajesh Rao,Central,Sneha Iyer,Electronics,Smartwatch,3236.44,2,6472.88,Delivered
ORD00589,29-05-2024,Ananya Patel,South,Anjali Gupta,Clothing,Formal Shirt,2788.11,1,2788.11,Pending
ORD00427,29-05-2024,Gaurav Nair,West,Sneha Iyer,Clothing,T-Shirt,1924.01,1,1924.01,Cancelled
ORD01421,29-05-2024,Nikhil Kumar,East,Priya Nair,Furniture,Office Chair,20575.27,2,41150.54,Pending
ORD00110,30-05-2024,Rahul Kumar,West,Priya Nair,Clothing,Formal Shirt,1053.17,1,1053.17,Cancelled
ORD02308,31-05-2024,Kavya Joshi,Central,Karan Verma,Furniture,Sofa,20665.25,1,20665.25,Pending
ORD01160,31-05-2024,Suresh Desai,North,Vikram Singh,Electronics,Laptop,64736.99,2,129473.98,Delivered
ORD01872,01-06-2024,Isha Reddy,South,Sneha Iyer,Electronics,Headphones,20240.17,1,20240.17,Delivered
ORD01350,01-06-2024,Suresh Kapoor,South,Karan Verma,Electronics,Smartphone,54708.25,3,164124.75,Cancelled
ORD01922,01-06-2024,Sanjay Nair,East,Anjali Gupta,Electronics,Smartphone,27011.85,2,54023.7,Cancelled
ORD01010,02-06-2024,Tarun Shah,Central,Neha Reddy,Electronics,Laptop,78520.3,1,78520.3,Delivered
ORD01117,02-06-2024,Nikhil Desai,West,Divya Menon,Groceries,Spices Pack,1255.06,1,1255.06,Delivered
ORD00271,02-06-2024,Nikhil Shah,East,Rohan Mehta,Sports,Football,6909.23,1,6909.23,Delivered
ORD00602,02-06-2024,Aditi Kapoor,East,Priya Nair,Furniture,Bookshelf,16169.66,2,32339.32,Delivered
ORD02036,03-06-2024,Aditi Nair,Central,Rohan Mehta,Furniture,Bookshelf,15786.12,1,15786.12,Pending
ORD01888,03-06-2024,Kavya Kapoor,West,Aarav Sharma,Groceries,Rice 5kg,1297.57,2,2595.14,Delivered
ORD01662,04-06-2024,Tarun Nair,Central,Divya Menon,Groceries,Spices Pack,1501.99,2,3003.98,Delivered
ORD01064,04-06-2024,Shreya Malhotra,West,Rohan Mehta,Groceries,Rice 5kg,1002.88,1,1002.88,Delivered
ORD01572,04-06-2024,Anita Shah,South,Aarav Sharma,Sports,Football,7689.84,1,7689.84,Delivered
ORD00173,04-06-2024,Riya Desai,South,Priya Nair,Sports,Football,1884.98,1,1884.98,Delivered
ORD00758,04-06-2024,Sanjay Patel,East,Neha Reddy,Furniture,Study Table,20363.39,2,40726.78,Cancelled
ORD00650,04-06-2024,Aditi Kumar,Central,Rohan Mehta,Electronics,Tablet,47226.71,1,47226.71,Cancelled
ORD00523,04-06-2024,Shreya Nair,West,Karan Verma,Electronics,Headphones,13812.75,1,13812.75,Pending
ORD01676,04-06-2024,Ananya Nair,North,Priya Nair,Sports,Cricket Bat,7116.8,1,7116.8,Delivered
ORD02197,05-06-2024,Sonal Reddy,West,Neha Reddy,Sports,Dumbbells Set,7182.95,1,7182.95,Delivered
ORD02236,06-06-2024,Sanjay Kumar,West,Karan Verma,Electronics,Headphones,27439.68,1,27439.68,Delivered
ORD01335,06-06-2024,Shreya Kapoor,North,Arjun Rao,Clothing,Jacket,1698.84,1,1698.84,Delivered
ORD00871,06-06-2024,Tarun Joshi,West,Karan Verma,Electronics,Headphones,33827.16,1,33827.16,Delivered
ORD00206,06-06-2024,Anita Desai,West,Arjun Rao,Sports,Football,5854.95,1,5854.95,Delivered
ORD01210,06-06-2024,Suresh Nair,East,Divya Menon,Furniture,Study Table,14722.73,3,44168.19,Cancelled
ORD01864,06-06-2024,Kavya Joshi,West,Priya Nair,Groceries,Rice 5kg,585.32,1,585.32,Cancelled
ORD00661,06-06-2024,Gaurav Joshi,South,Anjali Gupta,Sports,Dumbbells Set,2787.02,2,5574.04,Cancelled
ORD00126,07-06-2024,Tarun Nair,Central,Neha Reddy,Furniture,Bookshelf,4333.32,1,4333.32,Delivered
ORD00189,07-06-2024,Manish Reddy,West,Sneha Iyer,Clothing,Formal Shirt,3256.27,1,3256.27,Pending
ORD00014,08-06-2024,Sanjay Joshi,Central,Arjun Rao,Groceries,Atta 10kg,486.93,2,973.86,Pending
ORD01973,08-06-2024,Ananya Malhotra,East,Divya Menon,Sports,Yoga Mat,4883.96,1,4883.96,Cancelled
ORD00933,08-06-2024,Pooja Malhotra,West,Aarav Sharma,Furniture,Sofa,2418.35,1,2418.35,Cancelled
ORD01031,08-06-2024,Rajesh Shah,North,Neha Reddy,Sports,Cricket Bat,1832.93,1,1832.93,Delivered
ORD00498,08-06-2024,Nikhil Malhotra,South,Arjun Rao,Groceries,Cooking Oil 1L,1087.3,1,1087.3,Delivered
ORD01489,08-06-2024,Riya Patel,East,Neha Reddy,Clothing,Formal Shirt,2154.79,1,2154.79,Delivered
ORD00136,08-06-2024,Rajesh Desai,North,Sneha Iyer,Groceries,Rice 5kg,637.16,1,637.16,Delivered
ORD00415,09-06-2024,Isha Desai,Central,Karan Verma,Furniture,Office Chair,12403.77,1,12403.77,Delivered
ORD01216,09-06-2024,Meera Nair,South,Arjun Rao,Electronics,Smartphone,2243.49,1,2243.49,Cancelled
ORD02383,09-06-2024,Aditi Nair,North,Vikram Singh,Furniture,Sofa,4742.37,1,4742.37,Cancelled
ORD01718,10-06-2024,Nikhil Nair,West,Divya Menon,Clothing,T-Shirt,1036.34,1,1036.34,Pending
ORD00026,11-06-2024,Amit Nair,Central,Sneha Iyer,Clothing,T-Shirt,1033.33,1,1033.33,Delivered
ORD00678,11-06-2024,Kavya Joshi,East,Karan Verma,Groceries,Cooking Oil 1L,1367.65,1,1367.65,Cancelled
ORD00152,11-06-2024,Rajesh Malhotra,West,Neha Reddy,Electronics,Laptop,57764.08,1,57764.08,Delivered
ORD02206,12-06-2024,Nikhil Shah,West,Karan Verma,Groceries,Atta 10kg,2121.83,1,2121.83,Delivered
ORD01038,12-06-2024,Suresh Patel,East,Aarav Sharma,Clothing,Formal Shirt,3635.02,3,10905.06,Delivered
ORD01644,12-06-2024,Pooja Kapoor,North,Karan Verma,Electronics,Laptop,18034.59,1,18034.59,Delivered
ORD00305,12-06-2024,Meera Reddy,East,Anjali Gupta,Sports,Yoga Mat,7723.02,2,15446.04,Cancelled
ORD00829,12-06-2024,Tarun Shah,West,Anjali Gupta,Electronics,Smartphone,24404.83,1,24404.83,Pending
ORD00907,12-06-2024,Meera Kumar,South,Sneha Iyer,Groceries,Spices Pack,521.72,1,521.72,Cancelled
ORD01563,13-06-2024,Aditi Nair,East,Sneha Iyer,Furniture,Office Chair,11683.86,1,11683.86,Delivered
ORD02238,13-06-2024,Manish Kumar,West,Rohan Mehta,Electronics,Smartwatch,59804.69,1,59804.69,Delivered
ORD00801,13-06-2024,Sanjay Patel,North,Rohan Mehta,Furniture,Study Table,13128.41,1,13128.41,Delivered
ORD02321,13-06-2024,Tarun Nair,East,Rohan Mehta,Groceries,Atta 10kg,950.77,2,1901.54,Delivered
ORD01193,13-06-2024,Tarun Shah,West,Anjali Gupta,Groceries,Cooking Oil 1L,1280.46,2,2560.92,Delivered
ORD01684,14-06-2024,Rahul Patel,East,Priya Nair,Sports,Dumbbells Set,6926.04,1,6926.04,Delivered
ORD01730,14-06-2024,Rahul Kumar,East,Anjali Gupta,Electronics,Headphones,60479.94,1,60479.94,Delivered
ORD00565,14-06-2024,Ananya Joshi,East,Neha Reddy,Electronics,Headphones,76286.17,1,76286.17,Pending
ORD00328,14-06-2024,Riya Rao,Central,Priya Nair,Groceries,Spices Pack,1654.51,2,3309.02,Delivered
ORD01405,15-06-2024,Meera Nair,North,Karan Verma,Electronics,Laptop,32611.25,1,32611.25,Delivered
ORD00993,15-06-2024,Sonal Nair,South,Vikram Singh,Furniture,Sofa,5535.18,1,5535.18,Delivered
ORD01302,15-06-2024,Rajesh Desai,West,Priya Nair,Electronics,Smartwatch,77058.74,1,77058.74,Cancelled
ORD01550,15-06-2024,Nikhil Rao,Central,Aarav Sharma,Clothing,Formal Shirt,2327.37,3,6982.11,Delivered
ORD01011,15-06-2024,Nikhil Malhotra,South,Vikram Singh,Groceries,Rice 5kg,1567.59,1,1567.59,Delivered
ORD02499,15-06-2024,Manish Rao,East,Anjali Gupta,Groceries,Rice 5kg,850.14,1,850.14,Pending
ORD01605,16-06-2024,Anita Kumar,South,Sneha Iyer,Sports,Cricket Bat,3854.78,1,3854.78,Cancelled
ORD00367,16-06-2024,Ananya Kapoor,Central,Rohan Mehta,Electronics,Laptop,26089.09,1,26089.09,Delivered
ORD02086,17-06-2024,Manish Nair,North,Vikram Singh,Furniture,Sofa,23313.77,2,46627.54,Pending
ORD01081,17-06-2024,Vivek Desai,South,Sneha Iyer,Groceries,Cooking Oil 1L,1443.58,1,1443.58,Delivered
ORD01668,17-06-2024,Suresh Rao,Central,Aarav Sharma,Sports,Dumbbells Set,7142.16,1,7142.16,Delivered
ORD00128,18-06-2024,Rajesh Joshi,East,Vikram Singh,Sports,Yoga Mat,7035.2,1,7035.2,Cancelled
ORD01354,18-06-2024,Tarun Desai,North,Arjun Rao,Clothing,Jacket,840.42,3,2521.26,Delivered
ORD02185,18-06-2024,Meera Kumar,South,Divya Menon,Groceries,Atta 10kg,643.21,3,1929.63,Delivered
ORD01599,18-06-2024,Ananya Nair,East,Rohan Mehta,Clothing,T-Shirt,3739.5,1,3739.5,Delivered
ORD00950,18-06-2024,Gaurav Rao,South,Sneha Iyer,Clothing,Jeans,3860.98,1,3860.98,Cancelled
ORD01041,18-06-2024,Suresh Desai,South,Rohan Mehta,Electronics,Smartwatch,21671.79,3,65015.37,Cancelled
ORD01172,19-06-2024,Manish Reddy,East,Anjali Gupta,Electronics,Smartphone,34848.6,1,34848.6,Cancelled
ORD00332,19-06-2024,Gaurav Kumar,West,Vikram Singh,Sports,Football,4296.55,1,4296.55,Delivered
ORD02259,19-06-2024,Manish Kumar,East,Arjun Rao,Furniture,Bookshelf,21639.22,1,21639.22,Delivered
ORD02244,19-06-2024,Sanjay Kumar,Central,Priya Nair,Electronics,Smartphone,76301.71,1,76301.71,Delivered
ORD01367,20-06-2024,Ananya Desai,West,Priya Nair,Electronics,Laptop,3739.53,1,3739.53,Delivered
ORD00294,20-06-2024,Manish Kumar,South,Arjun Rao,Sports,Yoga Mat,1061.33,2,2122.66,Delivered
ORD01071,20-06-2024,Manish Reddy,South,Rohan Mehta,Electronics,Laptop,15538.63,3,46615.89,Delivered
ORD01242,20-06-2024,Suresh Joshi,East,Neha Reddy,Furniture,Bookshelf,19825.74,2,39651.48,Cancelled
ORD00086,20-06-2024,Riya Rao,North,Aarav Sharma,Electronics,Smartphone,8853.71,1,8853.71,Pending
ORD01612,20-06-2024,Gaurav Reddy,West,Sneha Iyer,Electronics,Smartphone,9969.44,1,9969.44,Delivered
ORD01971,20-06-2024,Nikhil Joshi,East,Karan Verma,Furniture,Bookshelf,7725.32,1,7725.32,Delivered
ORD00029,20-06-2024,Pooja Rao,West,Arjun Rao,Sports,Cricket Bat,2452.61,2,4905.22,Cancelled
ORD00227,20-06-2024,Anita Patel,North,Arjun Rao,Electronics,Laptop,52373.24,1,52373.24,Cancelled
ORD00967,21-06-2024,Suresh Shah,West,Karan Verma,Groceries,Spices Pack,2251.61,5,11258.05,Delivered
ORD02025,21-06-2024,Kavya Kumar,West,Priya Nair,Sports,Yoga Mat,4859.23,1,4859.23,Pending
ORD01098,21-06-2024,Tarun Patel,West,Rohan Mehta,Clothing,T-Shirt,3185.13,1,3185.13,Cancelled
ORD00287,22-06-2024,Vivek Patel,West,Priya Nair,Electronics,Tablet,66707.83,1,66707.83,Delivered
ORD00999,23-06-2024,Vivek Kapoor,North,Sneha Iyer,Electronics,Headphones,10437.21,5,52186.05,Delivered
ORD00365,23-06-2024,Vivek Kumar,West,Sneha Iyer,Furniture,Bookshelf,13162.08,1,13162.08,Delivered
ORD00381,24-06-2024,Anita Joshi,East,Sneha Iyer,Clothing,Jeans,429.95,1,429.95,Cancelled
ORD01673,24-06-2024,Sonal Nair,South,Vikram Singh,Groceries,Spices Pack,1436.68,2,2873.36,Delivered
ORD01989,24-06-2024,Meera Kumar,North,Aarav Sharma,Clothing,Jeans,3826.38,1,3826.38,Pending
ORD01445,24-06-2024,Kavya Shah,West,Rohan Mehta,Furniture,Bookshelf,11441.35,2,22882.7,Delivered
ORD00699,24-06-2024,Manish Kumar,West,Priya Nair,Clothing,T-Shirt,2609.26,1,2609.26,Delivered
ORD01245,25-06-2024,Ananya Malhotra,North,Priya Nair,Furniture,Office Chair,11968.73,2,23937.46,Delivered
ORD01818,25-06-2024,Sonal Kapoor,Central,Sneha Iyer,Groceries,Rice 5kg,2044.96,1,2044.96,Delivered
ORD00176,26-06-2024,Gaurav Patel,Central,Sneha Iyer,Furniture,Study Table,4781.8,1,4781.8,Delivered
ORD00895,26-06-2024,Gaurav Patel,West,Anjali Gupta,Electronics,Smartphone,43074.41,1,43074.41,Delivered
ORD00522,26-06-2024,Suresh Malhotra,West,Priya Nair,Sports,Yoga Mat,1196.88,1,1196.88,Delivered
ORD01015,26-06-2024,Tarun Reddy,Central,Aarav Sharma,Clothing,Jacket,2125.9,1,2125.9,Pending
ORD01042,27-06-2024,Gaurav Rao,South,Divya Menon,Groceries,Atta 10kg,476.23,1,476.23,Delivered
ORD01026,27-06-2024,Riya Joshi,West,Rohan Mehta,Sports,Cricket Bat,990.16,3,2970.48,Pending
ORD01100,28-06-2024,Anita Patel,North,Arjun Rao,Sports,Cricket Bat,617.45,1,617.45,Pending
ORD02410,28-06-2024,Kavya Reddy,East,Divya Menon,Clothing,Formal Shirt,1949.03,2,3898.06,Pending
ORD01870,28-06-2024,Rahul Patel,Central,Priya Nair,Electronics,Tablet,17341.54,2,34683.08,Delivered
ORD01156,28-06-2024,Nikhil Malhotra,East,Neha Reddy,Clothing,Formal Shirt,2654.48,1,2654.48,Cancelled
ORD00447,28-06-2024,Suresh Malhotra,North,Arjun Rao,Groceries,Atta 10kg,396.16,1,396.16,Pending
ORD00487,28-06-2024,Meera Kapoor,West,Rohan Mehta,Groceries,Rice 5kg,1846.07,1,1846.07,Cancelled
ORD01149,29-06-2024,Shreya Joshi,North,Anjali Gupta,Groceries,Atta 10kg,664.98,2,1329.96,Delivered
ORD01438,29-06-2024,Sonal Patel,North,Anjali Gupta,Furniture,Office Chair,20820.27,1,20820.27,Delivered
ORD01439,29-06-2024,Meera Shah,South,Sneha Iyer,Clothing,Jeans,2017.66,2,4035.32,Delivered
ORD00496,30-06-2024,Nikhil Kapoor,West,Anjali Gupta,Groceries,Spices Pack,112.97,1,112.97,Delivered
ORD00239,01-07-2024,Meera Kumar,East,Arjun Rao,Clothing,T-Shirt,718.96,1,718.96,Delivered
ORD00559,01-07-2024,Sanjay Shah,West,Divya Menon,Electronics,Smartphone,77286.35,1,77286.35,Delivered
ORD00226,01-07-2024,Suresh Joshi,South,Anjali Gupta,Electronics,Headphones,44907.17,1,44907.17,Cancelled
ORD01498,02-07-2024,Riya Malhotra,North,Arjun Rao,Clothing,Jacket,2076.23,1,2076.23,Delivered
ORD02191,02-07-2024,Rajesh Malhotra,South,Sneha Iyer,Groceries,Atta 10kg,2481.16,1,2481.16,Pending
ORD00317,02-07-2024,Kavya Desai,East,Anjali Gupta,Electronics,Smartwatch,69345.26,1,69345.26,Delivered
ORD01506,03-07-2024,Nikhil Kapoor,South,Karan Verma,Furniture,Study Table,1768.67,1,1768.67,Delivered
ORD01044,03-07-2024,Tarun Kumar,West,Priya Nair,Electronics,Smartwatch,12627.54,2,25255.08,Delivered
ORD00441,03-07-2024,Pooja Joshi,East,Aarav Sharma,Clothing,Formal Shirt,3271.84,1,3271.84,Delivered
ORD00529,04-07-2024,Manish Kumar,East,Priya Nair,Furniture,Sofa,6126.86,1,6126.86,Delivered
ORD00346,05-07-2024,Nikhil Joshi,North,Karan Verma,Sports,Football,6241.53,1,6241.53,Cancelled
ORD01819,05-07-2024,Gaurav Desai,West,Vikram Singh,Groceries,Atta 10kg,638.01,1,638.01,Delivered
ORD01724,05-07-2024,Anita Desai,Central,Priya Nair,Electronics,Headphones,27315.05,2,54630.1,Delivered
ORD02281,05-07-2024,Isha Nair,East,Karan Verma,Electronics,Smartwatch,31709.2,1,31709.2,Delivered
ORD01993,05-07-2024,Kavya Malhotra,West,Anjali Gupta,Furniture,Study Table,18712.92,1,18712.92,Cancelled
ORD00118,05-07-2024,Aditi Kapoor,Central,Neha Reddy,Electronics,Headphones,76045.93,1,76045.93,Delivered
ORD02276,06-07-2024,Kavya Shah,Central,Divya Menon,Clothing,Jacket,2796.51,1,2796.51,Delivered
ORD01458,06-07-2024,Sonal Kapoor,South,Neha Reddy,Groceries,Spices Pack,2249.73,1,2249.73,Cancelled
ORD00684,06-07-2024,Anita Reddy,Central,Aarav Sharma,Clothing,Jacket,2707.91,1,2707.91,Delivered
ORD00314,06-07-2024,Rajesh Joshi,North,Priya Nair,Clothing,Jacket,3583.93,2,7167.86,Pending
ORD02176,07-07-2024,Anita Kumar,East,Aarav Sharma,Sports,Dumbbells Set,6860.8,1,6860.8,Delivered
ORD01290,08-07-2024,Amit Patel,West,Anjali Gupta,Electronics,Tablet,69669.47,1,69669.47,Delivered
ORD02215,08-07-2024,Nikhil Rao,West,Sneha Iyer,Sports,Yoga Mat,6839.29,1,6839.29,Delivered
ORD00828,09-07-2024,Riya Kapoor,Central,Priya Nair,Groceries,Rice 5kg,773.09,1,773.09,Pending
ORD00595,09-07-2024,Rajesh Patel,North,Aarav Sharma,Clothing,Jacket,2714.06,1,2714.06,Delivered
ORD01236,09-07-2024,Rahul Rao,South,Sneha Iyer,Groceries,Rice 5kg,826.22,1,826.22,Cancelled
ORD01588,09-07-2024,Rajesh Desai,North,Anjali Gupta,Clothing,T-Shirt,3580.19,3,10740.57,Cancelled
ORD00778,10-07-2024,Amit Malhotra,South,Divya Menon,Electronics,Smartwatch,2788.93,1,2788.93,Delivered
ORD00610,10-07-2024,Amit Nair,Central,Rohan Mehta,Electronics,Smartphone,27571.74,2,55143.48,Delivered
ORD01266,11-07-2024,Rahul Shah,South,Neha Reddy,Electronics,Smartwatch,70052.31,2,140104.62,Delivered
ORD01666,11-07-2024,Ananya Reddy,Central,Divya Menon,Groceries,Cooking Oil 1L,1740.2,1,1740.2,Delivered
ORD00352,11-07-2024,Sonal Rao,West,Karan Verma,Electronics,Smartphone,55004.89,1,55004.89,Delivered
ORD01325,12-07-2024,Sonal Shah,Central,Anjali Gupta,Clothing,Jacket,3127.04,1,3127.04,Cancelled
ORD01180,12-07-2024,Pooja Nair,Central,Karan Verma,Clothing,Formal Shirt,3398.74,5,16993.7,Delivered
ORD02133,12-07-2024,Tarun Malhotra,North,Rohan Mehta,Furniture,Office Chair,6627.11,2,13254.22,Delivered
ORD01982,12-07-2024,Amit Kumar,Central,Karan Verma,Electronics,Smartphone,64512.57,1,64512.57,Pending
ORD00500,12-07-2024,Rajesh Desai,Central,Divya Menon,Electronics,Smartwatch,48177.31,1,48177.31,Delivered
ORD01894,12-07-2024,Kavya Patel,North,Anjali Gupta,Electronics,Smartphone,40440.36,1,40440.36,Delivered
ORD01186,13-07-2024,Manish Joshi,East,Neha Reddy,Furniture,Study Table,19528.71,1,19528.71,Delivered
ORD02229,13-07-2024,Pooja Patel,Central,Vikram Singh,Furniture,Bookshelf,11418.61,2,22837.22,Delivered
ORD00247,14-07-2024,Sonal Joshi,South,Neha Reddy,Furniture,Sofa,9662.57,2,19325.14,Cancelled
ORD02390,15-07-2024,Gaurav Kumar,South,Arjun Rao,Electronics,Smartwatch,53168.6,2,106337.2,Delivered
ORD02404,15-07-2024,Kavya Nair,Central,Priya Nair,Electronics,Laptop,38933.67,5,194668.35,Delivered
ORD00774,15-07-2024,Nikhil Malhotra,North,Neha Reddy,Electronics,Headphones,41741.69,1,41741.69,Delivered
ORD01833,15-07-2024,Sanjay Rao,North,Sneha Iyer,Furniture,Study Table,11340.73,1,11340.73,Cancelled
ORD01482,15-07-2024,Vivek Kumar,Central,Priya Nair,Electronics,Smartphone,72196.21,1,72196.21,Pending
ORD00240,16-07-2024,Riya Kapoor,West,Vikram Singh,Groceries,Spices Pack,527.81,1,527.81,Cancelled
ORD01970,16-07-2024,Gaurav Patel,East,Priya Nair,Electronics,Smartwatch,6927.08,1,6927.08,Delivered
ORD00324,16-07-2024,Nikhil Nair,South,Aarav Sharma,Furniture,Bookshelf,17365.79,1,17365.79,Cancelled
ORD02413,16-07-2024,Kavya Kumar,North,Aarav Sharma,Groceries,Spices Pack,633.66,1,633.66,Pending
ORD02062,16-07-2024,Riya Kumar,West,Arjun Rao,Clothing,T-Shirt,3394.88,2,6789.76,Delivered
ORD02441,17-07-2024,Isha Rao,West,Rohan Mehta,Electronics,Smartphone,32852.03,1,32852.03,Delivered
ORD00771,17-07-2024,Rajesh Rao,West,Vikram Singh,Clothing,Jeans,3525.15,2,7050.3,Delivered
ORD02407,18-07-2024,Pooja Kapoor,West,Neha Reddy,Groceries,Cooking Oil 1L,782.96,2,1565.92,Cancelled
ORD00605,18-07-2024,Rajesh Nair,North,Divya Menon,Clothing,Formal Shirt,2629.14,1,2629.14,Delivered
ORD01856,18-07-2024,Kavya Reddy,East,Divya Menon,Clothing,T-Shirt,3945.52,2,7891.04,Cancelled
ORD01998,19-07-2024,Manish Kapoor,West,Aarav Sharma,Electronics,Smartphone,17271.14,2,34542.28,Delivered
ORD01814,19-07-2024,Gaurav Patel,East,Aarav Sharma,Electronics,Smartphone,58983.69,3,176951.07,Cancelled
ORD00061,19-07-2024,Sanjay Patel,Central,Rohan Mehta,Furniture,Bookshelf,15665.37,1,15665.37,Delivered
ORD01200,19-07-2024,Isha Nair,North,Divya Menon,Electronics,Smartwatch,38378.7,1,38378.7,Delivered
ORD01904,19-07-2024,Kavya Reddy,West,Karan Verma,Groceries,Atta 10kg,732.43,2,1464.86,Pending
ORD00277,19-07-2024,Meera Nair,North,Neha Reddy,Sports,Dumbbells Set,6987.85,1,6987.85,Delivered
ORD00839,19-07-2024,Rajesh Joshi,Central,Anjali Gupta,Furniture,Sofa,11282.7,1,11282.7,Delivered
ORD01754,20-07-2024,Sonal Joshi,South,Neha Reddy,Sports,Yoga Mat,2044.46,1,2044.46,Delivered
ORD02157,20-07-2024,Riya Desai,East,Priya Nair,Clothing,T-Shirt,3031.73,1,3031.73,Pending
ORD00361,20-07-2024,Shreya Joshi,East,Divya Menon,Electronics,Smartphone,62889.27,1,62889.27,Delivered
ORD01855,21-07-2024,Nikhil Shah,West,Priya Nair,Groceries,Cooking Oil 1L,949.29,1,949.29,Delivered
ORD01292,21-07-2024,Riya Reddy,East,Karan Verma,Electronics,Laptop,61847.71,2,123695.42,Delivered
ORD00274,21-07-2024,Amit Patel,West,Sneha Iyer,Electronics,Laptop,25393.69,2,50787.38,Delivered
ORD01839,22-07-2024,Manish Nair,Central,Sneha Iyer,Clothing,Jeans,1303.88,1,1303.88,Pending
ORD00783,22-07-2024,Vivek Joshi,South,Aarav Sharma,Electronics,Headphones,27703.37,1,27703.37,Delivered
ORD01460,22-07-2024,Tarun Desai,South,Priya Nair,Sports,Yoga Mat,1864.29,2,3728.58,Delivered
ORD00793,22-07-2024,Gaurav Rao,East,Anjali Gupta,Electronics,Headphones,51130.05,1,51130.05,Delivered
